location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-07-30,9:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-07-30,12:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-01,12:00:00 AM,PST-8,Wildfire,0,0,39.400M,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-01,12:00:00 AM,PST-8,Wildfire,0,0,42.300M,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-03,12:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2018-08-11,12:00:00 AM,PST-8,Wildfire,0,0,13.000M,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2018-08-11,10:00:00 AM,PST-8,Wildfire,0,0,864.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-08-11,1:00:00 PM,PST-8,Wildfire,0,0,13.100M,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2018-08-11,1:55:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-08-16,10:51:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-08-19,12:00:00 PM,PST-8,Dense Smoke,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2018-08-19,5:00:00 PM,PST-8,Dense Smoke,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-08-20,11:00:00 AM,PST-8,Dense Smoke,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2018-09-01,1:12:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-09-01,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2018-09-07,8:10:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-11-22,7:30:00 AM,PST-8,Winter Weather,0,0,50.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2018-11-22,6:00:00 PM,PST-8,Winter Weather,0,0,150.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-11-23,5:42:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-11,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2018-12-11,5:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-17,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-17,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2018-12-17,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-12-17,8:30:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2018-12-22,8:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-03,12:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-03,12:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-01-03,6:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-01-04,4:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-08,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-01-08,9:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2019-01-08,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-01-22,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-01-22,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-01-22,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-03,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-04,2:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-04,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-04,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-04,2:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-08,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-02-08,11:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-08,11:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-09,7:00:00 AM,PST-8,Blizzard,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-09,7:00:00 AM,PST-8,Blizzard,0,0,2.200M,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-09,10:00:00 AM,PST-8,Blizzard,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-10,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-02-10,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-10,4:40:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-10,11:05:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2019-02-11,2:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-14,1:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-14,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-14,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-19,2:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2019-02-19,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-02-22,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2019-02-23,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2019-02-23,9:30:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-02-23,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2019-02-23,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-02-24,2:00:00 PM,PST-8,Winter Storm,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-02-27,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-01,12:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-01,12:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2019-03-11,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SOAP LAKE,GRANT CO.,WA,2019-03-19,9:00:00 PM,PST-8,Flood,0,0,0.50K,0.00K
KOOSKOOSKIE,WALLA WALLA CO.,WA,2019-04-09,6:00:00 AM,PST-8,Flood,0,0,150.00K,2.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-04-10,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-06-03,8:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-07-18,1:30:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-08-02,7:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-09-01,3:00:00 PM,PST-8,Wildfire,1,0,10.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-09-28,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-09-28,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-09-29,3:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2019-10-19,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-10-28,5:11:00 PM,PST-8,Wildfire,0,0,150.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-11-27,8:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-11-27,8:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-11-27,8:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2019-11-27,7:00:00 PM,PST-8,Blizzard,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2019-12-01,2:00:00 PM,PST-8,Winter Weather,0,2,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-10,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2019-12-18,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2019-12-18,4:00:00 PM,PST-8,Winter Storm,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2019-12-18,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2019-12-18,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2019-12-18,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2019-12-19,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2020-01-06,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2020-01-10,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2020-01-10,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
