,Year,County,Month,Average_Temperature,Highest_Temperature,Lowest_Temperature,Precipitation_(inches),Temperature_difference,Snowfall_(inches)
10727,1986,Chelan,May,39.65286039378872,92.0,34.0,0.09,58.0,0.0
10728,1987,Chelan,May,44.406331352608674,89.0,37.0,0.9,52.0,0.0
10729,1988,Chelan,May,44.65079208056486,86.0,36.0,0.78,50.0,0.0
10730,1989,Chelan,May,53.261974826074734,81.0,41.0,1.58,40.0,0.0
10731,1990,Chelan,May,50.96969555202763,85.0,41.0,1.8,44.0,0.0
10732,1991,Chelan,May,54.618376586434835,76.0,41.0,2.51,35.0,0.0
10733,1992,Chelan,May,47.31165900670602,91.0,39.0,0.04,52.0,0.0
10734,1993,Chelan,May,51.44162915370346,91.0,42.0,0.14,49.0,0.0
10735,1994,Chelan,May,48.840072826279055,87.0,39.0,0.43,48.0,0.0
10736,1995,Chelan,May,50.34289341642399,89.0,41.0,0.69,48.0,0.0
10737,1996,Chelan,May,44.795073732524436,83.0,35.0,0.74,48.0,0.0
10738,1997,Chelan,May,45.46481429813521,87.0,37.0,0.86,50.0,0.0
10739,1998,Chelan,May,50.05232738487551,87.0,42.0,2.86,45.0,0.0
10740,1999,Chelan,May,43.64893409550089,85.0,35.0,0.85,50.0,0.0
10741,2000,Chelan,May,52.598153997401326,79.0,39.0,0.65,40.0,0.0
10742,2001,Chelan,May,43.75125034932275,95.0,38.0,0.14,57.0,0.0
10743,2002,Chelan,May,46.59237736352589,81.0,35.0,0.11,46.0,0.0
10744,2003,Chelan,May,52.500660559658925,83.0,40.0,0.25,43.0,0.0
10745,2004,Chelan,May,55.081089127392204,81.0,42.0,1.26,39.0,0.0
10746,2005,Chelan,May,48.59642945914369,88.0,42.0,3.62,46.0,0.0
10747,2006,Chelan,May,42.492476476901,98.0,39.0,1.07,59.0,0.0
10748,2007,Chelan,May,53.73129001459433,84.0,42.0,1.13,42.0,0.0
10749,2008,Chelan,May,43.42407277488214,85.0,34.379688263090436,0.33,50.620311736909564,0.0
10750,2009,Chelan,May,45.83156130291971,92.0,38.94813048219532,0.76,53.05186951780468,0.0
10751,2010,Chelan,May,39.536628020026306,81.0,31.75256440514812,2.06,49.24743559485188,0.0
10752,2011,Chelan,May,50.75144373902645,77.0,39.0,2.93,38.0,0.0
10753,2012,Chelan,May,50.15553888426134,82.0,38.0,0.26,44.0,0.0
10754,2013,Chelan,May,41.32507462999037,92.0,36.0,1.02,56.0,0.0
10755,2014,Chelan,May,57.21594867945325,85.0,44.0,0.21,41.0,0.0
10756,2015,Chelan,May,41.726339394405706,86.0,34.0,0.85,52.0,0.0
10757,2016,Chelan,May,45.762117427441865,89.0,38.0,0.95,51.0,0.0
10758,2017,Chelan,May,36.29672689770667,90.0,32.0,1.31,58.0,0.0
10759,2018,Chelan,May,48.486211961607815,89.0,40.0,1.04,49.0,0.0
10760,2019,Chelan,May,40.680446058476726,89.0,35.0,1.61,54.0,0.0
10761,2020,Chelan,May,36.92284612268542,90.0,32.0,0.81,58.0,0.0
10762,2021,Chelan,May,46.701296264909985,89.0,38.0,0.2,51.0,0.0
10763,2022,Chelan,May,44.303947873688834,78.0,33.0,0.88,45.0,0.0
10764,1891,Chelan,Jun,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10765,1892,Chelan,Jun,40.4991611292961,98.0,37.0,0.39642169940888383,61.0,0.0
10766,1893,Chelan,Jun,52.456557983695944,86.0,41.0,0.21,45.0,0.0
10767,1894,Chelan,Jun,51.21684191823802,86.0,41.0,1.2,45.0,0.0
10768,1895,Chelan,Jun,46.193268482557265,95.0,40.0,0.4552577382055394,55.0,0.0
10769,1896,Chelan,Jun,52.73425484560983,97.0,45.0,0.09,52.0,0.0
10770,1897,Chelan,Jun,50.65003329197602,87.0,41.0,1.25,46.0,0.0
10771,1898,Chelan,Jun,54.54207813348154,87.0,44.0,1.54,43.0,0.0
10772,1899,Chelan,Jun,49.66985152703212,86.0,39.0,0.17,47.0,0.0
10773,1900,Chelan,Jun,56.886584123352215,93.0,47.0,0.65,46.0,0.0
10774,1901,Chelan,Jun,52.28461314958098,86.0,42.0,1.48,44.0,0.0
10775,1902,Chelan,Jun,49.550868392449175,88.0,40.0,0.5924337021465307,48.0,0.0
10776,1903,Chelan,Jun,59.96729238554157,96.0,50.0,0.38,46.0,0.0
10777,1904,Chelan,Jun,56.09107125231676,95.0,47.0,0.48,48.0,0.0
10778,1905,Chelan,Jun,53.55954685577329,87.0,46.0,4.59,41.0,0.0
10779,1906,Chelan,Jun,47.47121590651736,93.0,40.0,0.24,53.0,0.0
10780,1907,Chelan,Jun,50.07675646834775,92.0,43.0,1.96,49.0,0.0
10781,1908,Chelan,Jun,48.05653387931423,95.0,41.0,0.1,54.0,0.0
10782,1909,Chelan,Jun,56.99653272049621,88.0,45.0,0.31,43.0,0.0
10783,1910,Chelan,Jun,51.920781088468416,90.0,42.0,0.16,48.0,0.0
10784,1911,Chelan,Jun,55.76273639197563,90.0,45.0,0.49,45.0,0.0
10785,1912,Chelan,Jun,52.54972040189732,96.0,45.0,0.64,51.0,0.0
10786,1913,Chelan,Jun,54.291014757963126,92.0,45.0,0.86,47.0,0.0
10787,1914,Chelan,Jun,45.401721140306364,94.0,40.0,1.49,54.0,0.0
10788,1915,Chelan,Jun,52.458762386619185,97.0,45.0,0.31,52.0,0.0
10789,1916,Chelan,Jun,46.59471621664507,94.0,41.0,1.67,53.0,0.0
10790,1917,Chelan,Jun,52.75661397635478,93.0,44.0,0.55,49.0,0.0
10791,1918,Chelan,Jun,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10792,1919,Chelan,Jun,50.16751280833198,88.0,40.0,0.1,48.0,0.0
10793,1920,Chelan,Jun,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10794,1921,Chelan,Jun,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10795,1922,Chelan,Jun,58.110543705627414,95.0,48.0,0.0,47.0,0.0
10796,1923,Chelan,Jun,49.22186577349757,92.0,42.0,1.51,50.0,0.0
10797,1924,Chelan,Jun,53.523232294181035,98.0,46.0,0.19,52.0,0.0
10798,1925,Chelan,Jun,40.83883881233222,102.0,39.0,0.78,63.0,0.0
10799,1926,Chelan,Jun,56.080733592572386,101.0,49.0,0.33781736043623756,52.0,0.0
10800,1927,Chelan,Jun,70.55109214504697,89.0,55.0,0.41,34.0,0.0
10801,1928,Chelan,Jun,53.79879197826965,99.0,47.0,0.7,52.0,0.0
10802,1929,Chelan,Jun,53.03540775912654,92.0,44.0,0.73,48.0,0.0
10803,1930,Chelan,Jun,60.857545830967254,85.0,47.0,0.7,38.0,0.0
10804,1931,Chelan,Jun,54.381424312812335,97.0,47.0,1.04,50.0,0.0
10805,1932,Chelan,Jun,53.692558715139754,95.0,45.0,0.13,50.0,0.0
10806,1933,Chelan,Jun,49.105795764122306,92.0,41.0,0.47,51.0,0.0
10807,1934,Chelan,Jun,54.28441211040089,94.0,45.0,0.06,49.0,0.0
10808,1935,Chelan,Jun,44.84269376511351,88.0,36.340146445982775,0.21,51.659853554017225,0.0
10809,1936,Chelan,Jun,55.642261933623516,96.0,47.0,0.4357692985127921,49.0,0.0
10810,1937,Chelan,Jun,48.45214780718412,91.0,43.0,3.66,48.0,0.0
10811,1938,Chelan,Jun,50.993508949972956,95.0,43.0,0.02,52.0,0.0
10812,1939,Chelan,Jun,51.532038708552655,96.0,44.0,0.32,52.0,0.0
10813,1940,Chelan,Jun,58.479019242495184,96.0,49.0,0.43580019182265994,47.0,0.0
10814,1941,Chelan,Jun,49.44134895755256,90.0,42.0,2.14,48.0,0.0
10815,1942,Chelan,Jun,55.9816711156017,94.0,47.0,0.97,47.0,0.0
10816,1943,Chelan,Jun,53.93440102993971,89.0,44.0,1.22,45.0,0.0
10817,1944,Chelan,Jun,59.96797529616646,92.0,50.0,1.99,42.0,0.0
10818,1945,Chelan,Jun,55.380529434524135,93.0,46.0,0.72,47.0,0.0
10819,1946,Chelan,Jun,48.2542736181512,92.0,41.0,1.15,51.0,0.0
10820,1947,Chelan,Jun,57.8732340856624,90.0,47.0,1.07,43.0,0.0
10821,1948,Chelan,Jun,59.570560315961174,91.0,50.0,2.71,41.0,0.0
10822,1949,Chelan,Jun,49.24952895565295,95.0,42.0,0.28,53.0,0.0
10823,1950,Chelan,Jun,51.86160493994761,91.0,44.0,2.07,47.0,0.0
10824,1951,Chelan,Jun,50.33965931774085,91.0,42.0,1.02,49.0,0.0
10825,1952,Chelan,Jun,49.196753779400446,91.0,41.0,0.8,50.0,0.0
10826,1953,Chelan,Jun,57.39194497307217,81.0,44.0,1.68,37.0,0.0
10827,1954,Chelan,Jun,52.14349837120657,86.0,41.0,0.46,45.0,0.0
10828,1955,Chelan,Jun,54.81041948448103,95.0,46.0,0.37,49.0,0.0
10829,1956,Chelan,Jun,51.42648835604765,88.0,42.0,1.36,46.0,0.0
10830,1957,Chelan,Jun,57.594373077792675,90.0,46.0,0.16,44.0,0.0
10831,1958,Chelan,Jun,55.97788855648962,102.0,50.0,1.15,52.0,0.0
10832,1959,Chelan,Jun,61.85610249225011,87.0,48.0,0.23,39.0,0.0
10833,1960,Chelan,Jun,54.72413314469009,92.0,45.0,0.5141246703120623,47.0,0.0
10834,1961,Chelan,Jun,55.896700062358875,98.0,48.0,0.56,50.0,0.0
10835,1962,Chelan,Jun,49.513047490572966,89.0,40.0,0.22,49.0,0.0
10836,1963,Chelan,Jun,57.34991234983649,93.0,47.0,0.28,46.0,0.0
10837,1964,Chelan,Jun,65.0409068397441,84.0,50.0,1.16,34.0,0.0
10838,1965,Chelan,Jun,56.93990776003366,91.0,46.0,0.28,45.0,0.0
10839,1966,Chelan,Jun,51.81468227553447,88.0,42.0,1.05,46.0,0.0
10840,1967,Chelan,Jun,56.285509667372615,93.0,47.0,1.13,46.0,0.0
10841,1968,Chelan,Jun,49.56258856814232,95.0,42.0,0.03,53.0,0.0
10842,1969,Chelan,Jun,59.49467587324088,94.0,49.0,0.43,45.0,0.0
10843,1970,Chelan,Jun,56.4852521338389,98.0,48.0,0.09,50.0,0.0
10844,1971,Chelan,Jun,57.575930956355755,88.0,46.0,0.98,42.0,0.0
10845,1972,Chelan,Jun,54.9085958328483,87.0,45.0,2.38,42.0,0.0
10846,1973,Chelan,Jun,49.337185647149965,95.0,42.0,0.21,53.0,0.0
10847,1974,Chelan,Jun,55.57758626273622,94.0,46.0,0.16,48.0,0.0
10848,1975,Chelan,Jun,55.634211223198776,91.0,45.0,0.19,46.0,0.0
10849,1976,Chelan,Jun,46.45408267360163,87.0,37.0,0.07,50.0,0.0
10850,1977,Chelan,Jun,45.04119040297493,97.0,40.0,0.57,57.0,0.0
10851,1978,Chelan,Jun,49.91651665791154,94.0,42.0,0.15,52.0,0.0
10852,1979,Chelan,Jun,60.042426692539024,96.0,50.0,0.32,46.0,0.0
10853,1980,Chelan,Jun,49.79837669580899,85.0,39.0,0.47,46.0,0.0
10854,1981,Chelan,Jun,55.518824124448386,87.0,44.0,0.76,43.0,0.0
10855,1982,Chelan,Jun,46.0964392498183,97.0,41.0,0.86,56.0,0.0
10856,1983,Chelan,Jun,39.32129143476445,89.0,33.0,0.43,56.0,0.0
10857,1984,Chelan,Jun,42.887955954574934,92.0,39.0,3.17,53.0,0.0
10858,1985,Chelan,Jun,45.94286931204229,98.0,41.0,0.58,57.0,0.0
10859,1986,Chelan,Jun,63.65891184995591,95.0,52.0,0.1,43.0,0.0
10860,1987,Chelan,Jun,55.921744831358026,98.0,48.0,0.54,50.0,0.0
10861,1988,Chelan,Jun,55.54662175679972,92.0,46.0,0.99,46.0,0.0
10862,1989,Chelan,Jun,66.57737757407976,92.0,53.0,0.11,39.0,0.0
10863,1990,Chelan,Jun,44.400227254718814,89.0,36.987588352716436,0.89,52.012411647283564,0.0
10864,1991,Chelan,Jun,55.08377476564641,85.0,43.0,0.78,42.0,0.0
10865,1992,Chelan,Jun,57.93873332170841,97.0,51.0,2.73,46.0,0.0
10866,1993,Chelan,Jun,61.433642743045674,86.0,48.0,0.97,38.0,0.0
10867,1994,Chelan,Jun,57.53182838039277,91.0,47.0,0.94,44.0,0.0
10868,1995,Chelan,Jun,59.88018415447348,90.0,48.0,0.6,42.0,0.0
10869,1996,Chelan,Jun,58.493366348605846,87.0,46.0,0.65,41.0,0.0
10870,1997,Chelan,Jun,58.954143387031856,85.0,47.0,2.22,38.0,0.0
10871,1998,Chelan,Jun,65.19117545373899,84.0,50.0,1.04,34.0,0.0
10872,1999,Chelan,Jun,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10873,2000,Chelan,Jun,59.65147990970003,91.0,48.0,0.38,43.0,0.0
10874,2001,Chelan,Jun,55.30277671437045,90.0,46.0,1.99,44.0,0.0
10875,2002,Chelan,Jun,51.65726255354841,96.0,44.0,0.22,52.0,0.0
10876,2003,Chelan,Jun,64.2257204762179,94.0,52.0,0.05,42.0,0.0
10877,2004,Chelan,Jun,58.78681969370244,96.0,49.0,0.19,47.0,0.0
10878,2005,Chelan,Jun,58.2739503896488,90.0,47.0,0.75,43.0,0.0
10879,2006,Chelan,Jun,61.51428277674748,96.0,52.0,1.41,44.0,0.0
10880,2007,Chelan,Jun,58.44596244886175,91.0,47.0,0.21,44.0,0.0
10881,2008,Chelan,Jun,51.247257963745575,94.0,43.0,0.22,51.0,0.0
10882,2009,Chelan,Jun,63.5342364653891,89.0,50.0,0.35,39.0,0.0
10883,2010,Chelan,Jun,56.959648477622366,84.0,45.0,1.95,39.0,0.0
10884,2011,Chelan,Jun,61.862705139812334,85.0,48.0,1.03,37.0,0.0
10885,2012,Chelan,Jun,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10886,2013,Chelan,Jun,66.81915266378174,85.0,51.0,0.47,34.0,0.0
10887,2014,Chelan,Jun,56.82183502302907,83.0,44.0,1.33,39.0,0.0
10888,2015,Chelan,Jun,50.134354460679724,110.0,48.0,0.33,62.0,0.0
10889,2016,Chelan,Jun,39.07634947147731,99.0,37.0,1.13,62.0,0.0
10890,2017,Chelan,Jun,49.36223041614912,95.0,42.0,0.19,53.0,0.0
10891,2018,Chelan,Jun,50.164278709648826,90.0,41.0,0.43,49.0,0.0
10892,2019,Chelan,Jun,57.678795670606554,92.0,47.0,0.42,45.0,0.0
10893,2020,Chelan,Jun,54.60077304667139,93.0,45.0,0.21,48.0,0.0
10894,2021,Chelan,Jun,41.19490407992669,111.0,42.0,0.27,69.0,0.0
10895,2022,Chelan,Jun,51.698881166551104,92.0,45.0,2.93,47.0,0.0
10896,1891,Chelan,Jul,56.560390722556946,100.0,49.0,0.3574139267135221,51.0,0.0
10897,1892,Chelan,Jul,53.676802231957055,97.0,46.0,0.47,51.0,0.0
10898,1893,Chelan,Jul,56.207006811496086,93.0,46.0,0.06,47.0,0.0
10899,1894,Chelan,Jul,65.57091251467433,96.0,54.0,0.4358774250973294,42.0,0.0
10900,1895,Chelan,Jul,59.897397896931004,96.0,50.0,0.43581563847759375,46.0,0.0
10901,1896,Chelan,Jul,64.78000671798031,93.0,52.0,0.01,41.0,0.0
10902,1897,Chelan,Jul,55.59017587233376,95.0,47.0,0.88,48.0,0.0
10903,1898,Chelan,Jul,60.83611942138229,97.0,51.0,0.4162345188552432,46.0,0.0
10904,1899,Chelan,Jul,53.06912512841522,99.0,46.0,0.15,53.0,0.0
10905,1900,Chelan,Jul,57.040047852541505,99.0,49.0,0.37701049299080625,50.0,0.0
10906,1901,Chelan,Jul,62.45992981158189,92.0,50.0,0.0,42.0,0.0
10907,1902,Chelan,Jul,45.007703053439535,93.0,39.59305399133295,1.74,53.40694600866705,0.0
10908,1903,Chelan,Jul,59.19083732146996,95.0,49.0,0.27,46.0,0.0
10909,1904,Chelan,Jul,66.02997690914106,98.0,55.0,0.3966997391976941,43.0,0.0
10910,1905,Chelan,Jul,61.0127044861396,100.0,52.0,0.2,48.0,0.0
10911,1906,Chelan,Jul,66.20060911823464,104.0,57.0,0.11,47.0,0.0
10912,1907,Chelan,Jul,57.22420726950977,100.0,50.0,0.96,50.0,0.0
10913,1908,Chelan,Jul,56.99880434851742,100.0,50.0,1.14,50.0,0.0
10914,1909,Chelan,Jul,59.10648195375405,94.0,49.0,0.74,45.0,0.0
10915,1910,Chelan,Jul,54.56265743274373,99.0,47.0,0.09,52.0,0.0
10916,1911,Chelan,Jul,57.958176641474935,103.0,51.0,0.29865512119153603,52.0,0.0
10917,1912,Chelan,Jul,57.324319120408404,99.0,49.0,0.15,50.0,0.0
10918,1913,Chelan,Jul,50.28840563378671,102.0,45.0,0.03,57.0,0.0
10919,1914,Chelan,Jul,55.89938570061309,102.0,49.0,0.08,53.0,0.0
10920,1915,Chelan,Jul,54.825694732332764,100.0,48.0,0.61,52.0,0.0
10921,1916,Chelan,Jul,53.19496465893788,94.0,45.0,0.93,49.0,0.0
10922,1917,Chelan,Jul,45.86388522083479,105.0,43.0,0.09,62.0,0.0
10923,1918,Chelan,Jul,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10924,1919,Chelan,Jul,41.835061350708344,81.1278784364176,31.716809115877346,0.04,49.41106932054026,0.0
10925,1920,Chelan,Jul,60.0424754603539,96.07886557737325,51.0,1.42,45.07886557737325,0.0
10926,1921,Chelan,Jul,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
10927,1922,Chelan,Jul,42.05121020186601,81.55327158380145,31.98898391319458,0.0,49.564287670606866,0.0
10928,1923,Chelan,Jul,63.82452293690055,101.0,55.0,0.95,46.0,0.0
10929,1924,Chelan,Jul,65.82817168193051,102.0,56.0,0.08,46.0,0.0
10930,1925,Chelan,Jul,65.90330598892797,102.0,56.0,0.02,46.0,0.0
10931,1926,Chelan,Jul,63.42319094738723,106.0,56.0,0.39,50.0,0.0
10932,1927,Chelan,Jul,64.49743037609649,102.0,55.0,0.01,47.0,0.0
10933,1928,Chelan,Jul,56.74774097299901,105.0,51.0,0.46,54.0,0.0
10934,1929,Chelan,Jul,64.60414487455733,99.0,54.0,0.0,45.0,0.0
10935,1930,Chelan,Jul,61.623067227935636,102.0,53.0,0.04,49.0,0.0
10936,1931,Chelan,Jul,65.52972704363864,102.0,56.0,0.3183289207434905,46.0,0.0
10937,1932,Chelan,Jul,41.67294971234007,80.80883357587972,31.51267801788942,0.07,49.296155557990296,0.0
10938,1933,Chelan,Jul,62.713562470284835,99.0,53.0,0.3770722796105419,46.0,0.0
10939,1934,Chelan,Jul,41.7269869251295,80.91518186272567,31.58072171721873,0.06,49.334460145506945,0.0
10940,1935,Chelan,Jul,56.10132632809023,98.0,48.0,0.3965916126131568,50.0,0.0
10941,1936,Chelan,Jul,37.02516237650729,100.0,35.0,0.1,65.0,0.0
10942,1937,Chelan,Jul,63.76837921176896,97.0,53.0,0.34,44.0,0.0
10943,1938,Chelan,Jul,57.49911224700821,101.0,50.0,0.33783280709117136,51.0,0.0
10944,1939,Chelan,Jul,56.807051571715775,106.0,51.0,0.01,55.0,0.0
10945,1940,Chelan,Jul,62.95112289551547,98.0,53.0,0.59,45.0,0.0
10946,1941,Chelan,Jul,60.395806321879306,101.0,52.0,0.29,49.0,0.0
10947,1942,Chelan,Jul,58.28860995197364,100.0,50.0,0.11,50.0,0.0
10948,1943,Chelan,Jul,48.78073028656971,97.0,42.219422329996455,0.1,54.780577670003545,0.0
10949,1944,Chelan,Jul,60.815526685864434,100.0,52.0,0.35746026667832353,48.0,0.0
10950,1945,Chelan,Jul,59.397148031428614,100.0,51.0,0.3574448200233902,49.0,0.0
10951,1946,Chelan,Jul,58.98717784569564,96.0,49.0,0.03,47.0,0.0
10952,1947,Chelan,Jul,57.634693094643566,95.0,48.0,0.38,47.0,0.0
10953,1948,Chelan,Jul,52.73810462981988,90.0,43.0,0.64,47.0,0.0
10954,1949,Chelan,Jul,54.6252693552416,99.0,47.0,0.04,52.0,0.0
10955,1950,Chelan,Jul,59.37213766649933,98.0,50.0,0.05,48.0,0.0
10956,1951,Chelan,Jul,56.488553457620014,97.0,48.0,0.49,49.0,0.0
10957,1952,Chelan,Jul,52.11088848398326,102.0,47.0,0.84,55.0,0.0
10958,1953,Chelan,Jul,60.83611942138229,97.0,51.0,0.4162345188552432,46.0,0.0
10959,1954,Chelan,Jul,60.14914119099989,93.0,49.0,0.31,44.0,0.0
10960,1955,Chelan,Jul,57.70989462673899,96.0,49.0,1.05,47.0,0.0
10961,1956,Chelan,Jul,63.04800064773096,99.0,53.0,0.11,46.0,0.0
10962,1957,Chelan,Jul,62.81984486338642,94.0,51.0,0.04,43.0,0.0
10963,1958,Chelan,Jul,58.95243078064707,102.0,52.0,1.04,50.0,0.0
10964,1959,Chelan,Jul,58.83636077127181,102.0,51.0,0.0,51.0,0.0
10965,1960,Chelan,Jul,63.94314413433408,103.0,55.0,0.05,48.0,0.0
10966,1961,Chelan,Jul,58.276087567474065,100.0,50.0,0.12,50.0,0.0
10967,1962,Chelan,Jul,53.49165210271762,101.0,47.0,0.14,54.0,0.0
10968,1963,Chelan,Jul,59.17232797493506,92.0,48.0,0.36,44.0,0.0
10969,1964,Chelan,Jul,60.380531074027544,96.0,50.0,0.05,46.0,0.0
10970,1965,Chelan,Jul,58.79610797951888,98.0,50.0,0.51,48.0,0.0
10971,1966,Chelan,Jul,60.18677556959658,94.0,50.0,1.01,44.0,0.0
10972,1967,Chelan,Jul,60.88472777779167,95.0,50.0,0.05,45.0,0.0
10973,1968,Chelan,Jul,46.15208301152157,101.0,42.0,0.33770923385170004,59.0,0.0
10974,1969,Chelan,Jul,62.36573769762061,95.0,51.0,0.0,44.0,0.0
10975,1970,Chelan,Jul,64.09994817079323,100.0,54.0,0.0,46.0,0.0
10976,1971,Chelan,Jul,51.13999500485579,103.0,46.0,0.08,57.0,0.0
10977,1972,Chelan,Jul,57.53774811733011,93.0,47.0,0.13,46.0,0.0
10978,1973,Chelan,Jul,54.556122010279466,102.0,48.0,0.02,54.0,0.0
10979,1974,Chelan,Jul,56.63290233467757,95.0,48.0,1.18,47.0,0.0
10980,1975,Chelan,Jul,60.6119881821532,100.0,52.0,0.52,48.0,0.0
10981,1976,Chelan,Jul,54.46247835674713,99.0,47.0,0.17,52.0,0.0
10982,1977,Chelan,Jul,63.689943580990395,98.0,53.0,0.0,45.0,0.0
10983,1978,Chelan,Jul,64.34447612384737,98.0,54.0,0.61,44.0,0.0
10984,1979,Chelan,Jul,48.25310947219536,103.0,44.0,0.12,59.0,0.0
10985,1980,Chelan,Jul,48.52977592592652,99.0,43.0,0.37691781306120253,56.0,0.0
10986,1981,Chelan,Jul,46.84454822110966,99.0,42.0,0.59,57.0,0.0
10987,1982,Chelan,Jul,51.04635135132344,100.0,45.0,0.23,55.0,0.0
10988,1983,Chelan,Jul,44.38128658360952,89.0,37.0,0.92,52.0,0.0
10989,1984,Chelan,Jul,52.3258474947673,97.0,45.0,0.4161418389256397,52.0,0.0
10990,1985,Chelan,Jul,52.68062763411737,106.0,48.09844637425052,0.02,57.90155362574948,0.0
10991,1986,Chelan,Jul,60.342963920528824,96.0,50.0,0.08,46.0,0.0
10992,1987,Chelan,Jul,63.40192873750017,98.0,53.0,0.23,45.0,0.0
10993,1988,Chelan,Jul,61.26315217613109,100.0,52.0,0.0,48.0,0.0
10994,1989,Chelan,Jul,59.958004099725144,94.0,49.0,0.06,45.0,0.0
10995,1990,Chelan,Jul,66.63021997543024,97.0,55.0,0.32,42.0,0.0
10996,1991,Chelan,Jul,65.9539439873552,96.0,54.0,0.13,42.0,0.0
10997,1992,Chelan,Jul,67.16282999707258,96.0,56.0,1.43,40.0,0.0
10998,1993,Chelan,Jul,65.08122685659501,89.0,52.0,1.38,37.0,0.0
10999,1994,Chelan,Jul,65.52972704363864,102.0,56.0,0.3183289207434905,46.0,0.0
11000,1995,Chelan,Jul,70.55983197043446,97.0,58.0,0.58,39.0,0.0
11001,1996,Chelan,Jul,58.755239502239036,99.0,50.0,0.14,49.0,0.0
11002,1997,Chelan,Jul,63.48689979074298,94.0,52.0,0.64,42.0,0.0
11003,1998,Chelan,Jul,67.82004817818377,100.0,58.0,1.56,42.0,0.0
11004,1999,Chelan,Jul,56.588752534708476,97.89513222463131,48.0,0.05,49.89513222463131,0.0
11005,2000,Chelan,Jul,60.111025577072226,99.0,51.0,0.19,48.0,0.0
11006,2001,Chelan,Jul,42.05121020186601,81.55327158380145,31.98898391319458,0.0,49.564287670606866,0.0
11007,2002,Chelan,Jul,61.13194136910003,97.0,51.0,0.18,46.0,0.0
11008,2003,Chelan,Jul,62.99736264930372,105.0,55.0,0.0,50.0,0.0
11009,2004,Chelan,Jul,65.95669685070737,101.0,56.0,0.38,45.0,0.0
11010,2005,Chelan,Jul,65.7220056438986,99.0,55.0,0.24,44.0,0.0
11011,2006,Chelan,Jul,59.587771066344274,103.0,52.0,0.13,51.0,0.0
11012,2007,Chelan,Jul,63.28269185453973,101.0,54.0,0.25,47.0,0.0
11013,2008,Chelan,Jul,48.06381800320009,95.0,40.91396124662584,0.0,54.08603875337416,0.0
11014,2009,Chelan,Jul,50.06199815767478,101.0,44.82933713769928,0.42,56.17066286230072,0.0
11015,2010,Chelan,Jul,65.64088437486582,96.0,54.0,0.38,42.0,0.0
11016,2011,Chelan,Jul,65.70404475779264,90.0,52.0,0.48,38.0,0.0
11017,2012,Chelan,Jul,66.64019117187154,95.0,56.0,2.25,39.0,0.0
11018,2013,Chelan,Jul,69.62327154612257,100.0,58.0,0.12,42.0,0.0
11019,2014,Chelan,Jul,56.50052738169065,103.0,50.0,0.33,53.0,0.0
11020,2015,Chelan,Jul,54.16210507263416,105.0,49.0,0.2594310953270993,56.0,0.0
11021,2016,Chelan,Jul,56.660632741930925,99.0,49.0,0.68,50.0,0.0
11022,2017,Chelan,Jul,56.5037614803738,101.0,49.0,0.0,52.0,0.0
11023,2018,Chelan,Jul,55.08536348304273,101.0,48.0,0.0,53.0,0.0
11024,2019,Chelan,Jul,57.78172760995533,97.0,49.0,0.59,48.0,0.0
11025,2020,Chelan,Jul,51.825597629264905,101.0,46.0,0.3377710204714357,55.0,0.0
11026,2021,Chelan,Jul,60.943008680748534,109.0,55.0,0.03,54.0,0.0
11027,2022,Chelan,Jul,56.250079691699156,103.0,50.0,0.53,53.0,0.0
11028,1891,Chelan,Aug,56.07524754403607,96.0,47.0,0.09,49.0,0.0
11029,1892,Chelan,Aug,58.93808363696189,98.0,50.0,0.3966225059230246,48.0,0.0
11030,1893,Chelan,Aug,60.94733970028954,95.0,50.0,0.0,45.0,0.0
11031,1894,Chelan,Aug,66.95580197241918,97.0,55.0,0.06,42.0,0.0
11032,1895,Chelan,Aug,57.5402977180439,95.0,48.0,0.4553813114450105,47.0,0.0
11033,1896,Chelan,Aug,60.61253664258213,94.0,50.0,0.67,44.0,0.0
11034,1897,Chelan,Aug,55.905921123077334,99.0,48.0,0.15,51.0,0.0
11035,1898,Chelan,Aug,55.623960466720405,103.0,50.0,1.03,53.0,0.0
11036,1899,Chelan,Aug,53.67143095544863,89.0,44.0,1.43,45.0,0.0
11037,1900,Chelan,Aug,58.12361455055594,89.0,46.0,0.14,43.0,0.0
11038,1901,Chelan,Aug,66.59588692061465,95.0,54.0,0.02,41.0,0.0
11039,1902,Chelan,Aug,59.246913821503576,98.0,50.0,0.15,48.0,0.0
11040,1903,Chelan,Aug,50.07944210660195,96.0,44.0,1.48,52.0,0.0
11041,1904,Chelan,Aug,59.61611715912454,102.0,52.0,0.51,50.0,0.0
